"Smooth","Range","Laplace","MC","Exact","Vecchia-5","Vecchia-10","Vecchia-20","LR-5","LR-10","LR-20"
0.55,0.25,-959.732715307885,NA,NA,-956.093205132883,-958.685591944326,-961.425968490585,-966.635401600403,-961.144419711754,-970.832074839987
0.55,0.29,-964.986924785143,NA,NA,-964.847279042955,-960.589448247984,-964.627896350547,-974.031719225561,-962.113369630037,-955.253037185907
0.55,0.33,-969.77367590704,NA,NA,-973.821640082702,-973.327061745749,-970.116248013949,-978.285299225668,-959.551894890794,-969.508693982078
0.55,0.37,-974.155840288251,NA,NA,-972.477042719705,-970.942494173156,-974.774677981939,-968.843458556976,-980.290112581932,-957.990514933693
0.55,0.41,-978.188372547971,NA,NA,-980.003196144256,-978.338293870259,-980.582419622586,-976.432459584093,-992.667763250728,-974.401216385087
0.55,0.45,-981.917708262945,NA,NA,-974.094391475948,-980.572482052769,-980.471346592923,-975.770063183168,-982.365553673093,-982.211350386314
0.55,0.49,-985.382674678454,NA,NA,-980.682403805897,-987.593167853694,-984.658962804281,-965.572120599303,-975.786511679642,-985.847693429321
0.55,0.53,-988.61570686861,NA,NA,-981.422980250594,-989.483053671693,-987.582787547158,-984.303429069211,-979.346617142509,-982.17193254084
0.55,0.57,-991.643990729578,NA,NA,-993.486067532211,-991.484962952193,-992.715941804013,-980.680817895587,-985.421887878549,-983.535245846132
0.55,0.61,-994.490433304624,NA,NA,-997.231860696548,-993.490976403633,-996.969257119407,-983.301676287786,-1000.43720604622,-993.345811357238
0.55,0.65,-997.174454649688,NA,NA,-988.920959899802,-995.122590690061,-995.790424758662,-989.902994059699,-986.475004884641,-987.508533041475
0.55,0.69,-999.712623916827,NA,NA,-1001.42665237385,-1002.36758378594,-999.862442228103,-998.007653922925,-996.465177886333,-990.914997721244
0.55,0.73,-1002.11916773025,NA,NA,-998.978449199215,-1001.63052994099,-999.370773461665,-1007.92534723266,-997.318179451298,-999.364221411905
0.6,0.01,-967.102518956754,NA,NA,-967.215648604804,-967.107970772129,-967.104644259652,-969.816869826686,-969.814607618768,-969.680910847551
0.6,0.05,-931.312654879772,NA,NA,-935.978302277554,-932.07788178152,-930.945551397974,-960.645551251679,-964.004567396839,-957.892175185824
0.6,0.09,-935.714655634804,NA,NA,-940.37686188453,-936.371829793942,-935.679516610654,-967.359750414724,-938.724926493909,-945.952966667613
0.6,0.13,-943.801420905878,NA,NA,-943.323136803133,-943.752812876542,-944.05815114121,-964.394554536496,-960.236481549799,-939.624266578409
0.6,0.17,-951.660277127487,NA,NA,-952.403552485263,-945.781245947157,-950.819776455253,-950.827841960654,-961.396085837893,-942.508410449895
0.6,0.21,-958.78326155534,NA,NA,-962.785053143487,-961.902928502606,-959.041496695331,-962.864475539456,-951.328869589719,-966.900017775693
0.6,0.25,-965.1675570352,NA,NA,-968.142634389395,-961.633094868152,-966.315513847901,-962.984837715756,-960.406877376607,-967.423465175866
0.6,0.29,-970.90282278063,NA,NA,-970.609643144025,-968.804516239106,-969.400440166138,-969.503184538913,-959.986409751889,-963.895015343699
0.6,0.33,-976.085686844179,NA,NA,-975.855395566842,-978.042563820957,-975.23500595297,-960.52685924267,-984.225708012108,-970.24315257226
0.6,0.37,-980.800804089034,NA,NA,-985.483102236499,-977.388049282109,-981.181659030715,-979.38764323156,-962.665457368901,-976.81303374112
0.6,0.41,-985.118326453758,NA,NA,-984.331456918171,-986.883622974171,-984.177489859897,-975.151515999503,-986.780921693212,-973.673780851227
0.6,0.45,-989.095484396984,NA,NA,-991.085002273924,-992.366188902409,-988.200979261009,-964.135905578181,-982.202997706383,-980.396995042167
0.6,0.49,-992.778910593986,NA,NA,-994.250589493127,-991.212316961776,-992.80986823514,-1010.72295638753,-981.056046707996,-994.007781181523
0.6,0.53,-996.206782034022,NA,NA,-995.621791204625,-994.107881753969,-994.385694921161,-976.428299260849,-1000.5894991888,-996.484206673141
0.6,0.57,-999.410579159456,NA,NA,-1001.25830053564,-1002.36776455423,-999.933679946081,-994.486530949259,-998.228775728179,-996.430312391421
0.6,0.61,-1002.41647264282,NA,NA,-1000.90369074089,-1001.38371795462,-998.691461972585,-987.403205205115,-1017.18137655417,-1010.19491501073
0.6,0.65,-1005.24640103204,NA,NA,-1008.8170638619,-1008.93563729672,-1005.76688600878,-1003.18107749046,-998.178753161166,-993.322234296034
0.6,0.69,-1007.9189057967,NA,NA,-1008.54503097405,-1007.06785760968,-1007.52877895679,-997.420789375974,-1017.73931501479,-997.214428336266
0.6,0.73,-1010.44978013157,NA,NA,-1020.51028501309,-1012.19978877273,-1008.46816350806,-1020.76997128612,-1005.23997801887,-1007.49077459326
0.65,0.01,-966.771282750503,NA,NA,-966.85226573666,-966.777232921836,-966.773625970339,-969.743368300786,-969.853844908402,-969.605562648904
0.65,0.05,-931.429274083634,NA,NA,-933.693585660269,-931.782893012222,-931.897962732033,-966.03840809351,-958.724065173007,-961.082231215555
0.65,0.09,-937.683239564662,NA,NA,-937.258738613196,-940.455781440121,-938.38247291761,-969.159607210156,-961.328886025648,-940.570476355041
0.65,0.13,-947.05333265014,NA,NA,-946.517594341124,-946.711682918955,-946.81274258919,-981.865553585469,-949.186340233452,-949.857536101681
0.65,0.17,-955.828139438786,NA,NA,-954.526815528801,-955.876596289038,-957.43201875202,-962.765972741763,-987.32201573938,-936.373746666063
0.65,0.21,-963.626671037446,NA,NA,-955.708457258025,-963.776018138017,-962.178551643109,-965.765168148997,-976.093945802569,-954.139810529085
0.65,0.25,-970.526923858283,NA,NA,-973.10036446828,-973.471497106297,-971.789641177222,-981.594622482975,-966.308956485283,-971.623889343339
0.65,0.29,-976.669865018855,NA,NA,-976.489258931957,-980.342958539083,-977.092039871778,-967.780663712943,-981.696374534476,-970.276838370185
0.65,0.33,-982.185002989399,NA,NA,-983.127991005895,-978.050686391467,-981.920170421607,-971.14599144786,-983.316720508473,-971.643035135204
0.65,0.37,-987.178421896503,NA,NA,-982.538880005919,-985.047513947505,-990.129065492164,-988.359982232826,-980.596550145147,-981.721509498696
0.65,0.41,-991.734512437409,NA,NA,-987.454153297169,-990.910580445677,-993.605105363828,-986.246095914224,-985.677302052619,-982.822690715723
0.65,0.45,-995.920160312003,NA,NA,-997.043120049307,-990.67419956086,-993.956991963429,-977.906842976368,-995.405389746956,-982.07922928715
0.65,0.49,-999.788682270367,NA,NA,-997.322514397867,-1004.26108413678,-1002.65845140494,-1016.46347488355,-1008.43577751625,-992.129505633502
0.65,0.53,-1003.38298047635,NA,NA,-1004.46540131634,-1008.00189128227,-1004.35411148363,-1012.02376618577,-1017.61210635792,-991.063501601897
0.65,0.57,-1006.73794733267,NA,NA,-998.33574519434,-1009.6580776661,-1008.50040715118,-992.548780527069,-1001.37969830647,-1000.4052678303
0.65,0.61,-1009.88227059294,NA,NA,-1008.65543370647,-1012.11727691865,-1011.67343123105,-1012.52663038681,-1020.64968946025,-1003.29913756636
0.65,0.65,-1012.8397861291,NA,NA,-1013.69727350044,-1012.67807010159,-1012.1503835689,-997.498375729163,-1016.79977708308,-1003.44247174187
0.65,0.69,-1015.63049651598,NA,NA,-1014.41330468081,-1018.58902786639,-1018.76758921762,-1018.67052403727,-1023.40762552395,-1017.14047312246
0.65,0.73,-1018.27134396199,NA,NA,-1023.78792013403,-1014.72280245283,-1018.33314480009,-1017.23585510246,-1008.6762827284,-1025.07310729075
0.7,0.01,-966.427117990344,NA,NA,-966.604579279674,-966.432262383154,-966.427837250078,-969.880383784288,-969.782160790238,-969.571906935069
0.7,0.05,-931.73618890922,NA,NA,-935.862874777042,-932.922351775094,-931.826464073825,-962.003090797504,-966.602263468596,-956.945128341291
0.7,0.09,-939.829790107766,NA,NA,-943.276448385585,-937.527999473555,-941.166965708986,-960.613786518066,-944.639730979297,-946.05186072691
0.7,0.13,-950.411524448883,NA,NA,-953.442062819529,-946.231022186343,-951.434318056968,-955.412957300277,-957.717168340389,-963.209466505856
0.7,0.17,-960.011577919017,NA,NA,-960.135421327518,-960.493609564811,-960.141731410574,-963.27006770672,-957.661101343488,-945.909035380983
0.7,0.21,-968.397499020316,NA,NA,-963.975915142788,-966.765572557713,-970.450059436093,-980.491436605411,-969.007462117349,-960.600541564853
0.7,0.25,-975.736398615816,NA,NA,-984.949508940736,-976.458108746597,-975.407530459998,-971.516311062601,-960.190408349964,-944.933398218002
0.7,0.29,-982.222466745377,NA,NA,-982.686185984953,-978.031383670661,-980.802217841253,-978.593325674571,-960.933824741331,-977.373540472686
0.7,0.33,-988.017334356039,NA,NA,-986.281414489005,-991.210301444594,-985.244042187451,-960.966988150119,-974.500349368652,-995.211634389446
0.7,0.37,-993.246806041926,NA,NA,-993.941787371125,-993.705991648872,-995.872765114623,-987.660452343253,-973.291992756085,-978.74726386396
0.7,0.41,-998.007626847314,NA,NA,-995.15944194304,-992.667307132753,-997.084508639704,-976.349656641022,-981.215703919552,-990.751088168761
0.7,0.45,-1002.37459822764,NA,NA,-1001.98420307318,-1001.29815870463,-1003.47468283357,-984.913609557293,-995.635181284963,-991.564096447182
0.7,0.49,-1006.40623663282,NA,NA,-1006.48146917299,-1010.54695623805,-1007.84140600688,-992.309309939682,-1002.00744044021,-1007.97511006115
0.7,0.53,-1010.14895581069,NA,NA,-1013.07937191659,-1008.2826269615,-1008.09152896219,-994.52305083361,-1001.99687938033,-995.918730471353
0.7,0.57,-1013.6400937808,NA,NA,-1014.44714239132,-1015.12996563098,-1013.9062444616,-1020.21823363193,-1007.60957996463,-1012.27431080452
0.7,0.61,-1016.91009957268,NA,NA,-1018.88372721532,-1018.43342599587,-1016.8688520404,-988.477657108081,-1027.30566179388,-1007.71845897406
0.7,0.65,-1019.98412304219,NA,NA,-1020.25825773225,-1016.43663271778,-1018.51171378593,-990.316193159041,-1020.6959089355,-1019.49117068674
0.7,0.69,-1022.88318246198,NA,NA,-1025.54972630279,-1016.12486567303,-1023.49242376963,-997.073459007076,-1022.88396711726,-1029.38474576168
0.7,0.73,-1025.62503220483,NA,NA,-1027.03937705814,-1026.43676199963,-1028.2728307657,-1012.21464898637,-1026.72762108752,-1026.85660615746
0.75,0.01,-966.07072144434,NA,NA,-966.21740622071,-966.082055653712,-966.072424494534,-969.918807939399,-969.815080810984,-969.657056897266
0.75,0.05,-932.21243397587,NA,NA,-937.344134432213,-934.157423655823,-931.528664791219,-962.337421215213,-965.496895852495,-958.880908316099
0.75,0.09,-942.113001047913,NA,NA,-943.673053762284,-941.706086233848,-940.233654372199,-959.165643695786,-960.421955812022,-953.367410099301
0.75,0.13,-953.81928548965,NA,NA,-949.159986290961,-949.574285957174,-953.471298728415,-967.118647492513,-965.603077310838,-949.671071535631
0.75,0.17,-964.14941969302,NA,NA,-967.381175743714,-965.121180568615,-964.302102456012,-964.370630156164,-956.71552185119,-941.619666334934
0.75,0.21,-973.038736211547,NA,NA,-978.246276160055,-974.698471179844,-973.525484658894,-963.494488779491,-983.578509938957,-961.872511784978
0.75,0.25,-980.748437714783,NA,NA,-974.294941111548,-976.647742804576,-979.815857000635,-960.984900579518,-969.759609717029,-974.550861683051
0.75,0.29,-987.525213077401,NA,NA,-992.109235414342,-986.990048576194,-989.396445176967,-966.329123703175,-993.260614738226,-966.032553850429
0.75,0.33,-993.560231621507,NA,NA,-989.236924390364,-989.650760237197,-990.832060386032,-972.830284812293,-981.505020514305,-978.384689035802
0.75,0.37,-998.996161265988,NA,NA,-997.776223706674,-998.599154619739,-995.995044807175,-977.511578263647,-980.746816596196,-996.27869897137
0.75,0.41,-1003.93955701182,NA,NA,-1006.22022947216,-1008.65938472972,-1003.60780866262,-1000.88809420883,-996.629477832741,-1008.86038015736
0.75,0.45,-1008.47106679289,NA,NA,-1006.2622455846,-1008.14983664859,-1009.53534271512,-983.360504898541,-1006.02189855029,-999.209789772714
0.75,0.49,-1012.65280519125,NA,NA,-1013.86359848821,-1010.23674308815,-1009.9985467866,-976.185207447707,-1021.04197377924,-1009.72038813667
0.75,0.53,-1016.53349716009,NA,NA,-1016.18383750082,-1021.34436187766,-1015.57818390306,-1024.82862853496,-1001.47752662414,-1023.17384031299
0.75,0.57,-1020.15204826826,NA,NA,-1024.49317470127,-1020.85590882209,-1022.56898200513,-1009.85230536185,-1009.6402785975,-1014.7175522423
0.75,0.61,-1023.5400401308,NA,NA,-1028.8250443455,-1025.44458825245,-1024.36123303163,-1006.57607973544,-1012.79242806631,-1025.00135279155
0.75,0.65,-1026.72349612199,NA,NA,-1022.87620914992,-1028.41750901784,-1028.5394786605,-990.404367671637,-1011.65994936355,-1034.65851300411
0.75,0.69,-1029.72414921052,NA,NA,-1025.0854734256,-1029.31044212687,-1029.73948014513,-1011.37461332805,-1021.58431823443,-1037.97514498171
0.75,0.73,-1032.56036665657,NA,NA,-1031.13059353455,-1030.09144537217,-1028.97906948839,-995.668958949042,-1021.29513511567,-1044.34634026234
0.8,0.01,-965.702815338856,NA,NA,-965.886724580122,-965.701810764381,-965.704655365545,-969.915964858694,-969.662274202671,-969.371678057559
0.8,0.05,-932.839095645336,NA,NA,-937.529684626527,-932.430359102991,-933.270198444573,-969.784220450918,-952.536823584106,-950.002907729784
0.8,0.09,-944.495213428976,NA,NA,-951.230758570577,-943.959455350977,-945.131648102355,-970.325713151086,-966.994146959348,-946.358692629806
0.8,0.13,-957.22897369782,NA,NA,-958.998635203208,-959.529722940078,-958.261619021871,-957.758985434544,-941.054863648934,-962.159280399764
0.8,0.17,-968.195483227209,NA,NA,-972.755969466356,-966.52746618472,-970.637133731164,-959.883470606307,-964.979060979087,-959.052744090955
0.8,0.21,-977.512965936218,NA,NA,-981.000374654455,-979.189384678893,-979.933293991306,-982.269553954594,-986.334502124949,-959.863653535114
0.8,0.25,-985.537843185978,NA,NA,-991.955008937495,-985.795851237644,-986.794100990207,-999.968866938668,-973.532053666038,-981.567204275156
0.8,0.29,-992.565985219071,NA,NA,-991.873010407375,-989.855926294977,-993.106334399973,-993.774431089141,-992.579536889504,-983.838800873902
0.8,0.33,-998.814003630724,NA,NA,-1007.98401310639,-996.419428200295,-999.221380617036,-977.073578959112,-985.703511373826,-995.970096054011
0.8,0.37,-1004.43780074965,NA,NA,-1011.27393380253,-1007.34711568414,-1005.39136394988,-995.31333968375,-984.229543746053,-1001.00638339323
0.8,0.41,-1009.55088934082,NA,NA,-1016.68552216011,-1009.17707602277,-1012.45086703736,-988.894456365546,-979.593384373997,-1009.34259845814
0.8,0.45,-1014.23765952031,NA,NA,-1011.00689251028,-1009.05366030619,-1013.57576452485,-995.003909597525,-1009.21316797271,-1009.83268144001
0.8,0.49,-1018.56233684847,NA,NA,-1014.57431275599,-1019.20274249177,-1018.49222159409,-994.744761263303,-990.245503334705,-1014.21510395323
0.8,0.53,-1022.57494440022,NA,NA,-1018.06380834463,-1016.75912609283,-1021.79477735146,-1013.58719807068,-1017.45918541327,-1013.80632878981
0.8,0.57,-1026.3152913359,NA,NA,-1034.03434842217,-1025.38618769543,-1023.21659290205,-1005.58867540756,-1025.92518702726,-1020.45952306786
0.8,0.61,-1029.81567737932,NA,NA,-1026.51039055638,-1026.14915934731,-1031.78937325697,-1025.54279274152,-1038.00157365436,-1037.70295802583
0.8,0.65,-1033.10275867809,NA,NA,-1027.71672551977,-1036.6189967505,-1034.02985291111,-1021.46213125135,-1031.00448599454,-1041.85225203083
0.8,0.69,-1036.19886000588,NA,NA,-1029.54638355495,-1034.82658047031,-1039.04775359536,-1030.97321698501,-1035.5649377694,-1042.4695434268
0.8,0.73,-1039.12291614843,NA,NA,-1028.12732198489,-1043.05186583498,-1037.45108791328,-1035.99127172031,-1030.01576879966,-1043.10900701582
0.85,0.01,-965.324141720056,NA,NA,-965.469237196804,-965.328276002195,-965.324142089424,-969.769041507023,-969.613458763431,-969.772744840105
0.85,0.05,-933.598807053311,NA,NA,-936.664780116088,-933.623971174496,-934.36474304444,-968.544951029733,-959.825024644344,-945.266458291679
0.85,0.09,-946.942559855958,NA,NA,-951.73129377054,-948.057326311541,-948.1004113782,-963.76751495881,-958.893040504374,-951.702156958787
0.85,0.13,-960.601981856988,NA,NA,-966.484236857791,-960.261534639854,-963.131157750052,-968.535960882196,-944.062240597394,-950.878018575718
0.85,0.17,-972.117305634979,NA,NA,-970.97889965577,-975.024947205232,-971.696655655456,-965.382759741943,-989.518469841121,-957.286974201846
0.85,0.21,-981.799249228132,NA,NA,-981.465663125519,-979.827187541737,-983.452507579706,-963.764513533057,-974.874304369492,-965.397677848481
0.85,0.25,-990.096641745887,NA,NA,-1000.3031002883,-989.9665122739,-989.704887670556,-985.266609575846,-991.41021178384,-975.001794482924
0.85,0.29,-997.349037537208,NA,NA,-998.878557033215,-999.718429674019,-997.486660464378,-982.360876882665,-999.447272684822,-988.128239216112
0.85,0.33,-1003.7933828556,NA,NA,-1001.9793191181,-1003.708132303,-1000.81161380234,-995.587133788759,-991.108355017438,-998.194001450165
0.85,0.37,-1009.59485118939,NA,NA,-1015.68302147299,-1007.43998032392,-1011.03550503963,-1002.28627532625,-1000.24081136653,-1015.08866206705
0.85,0.41,-1014.87109026502,NA,NA,-1023.73668970133,-1017.24269229786,-1014.41148900319,-994.004127572696,-1004.68645806276,-1002.74455939141
0.85,0.45,-1019.70833662898,NA,NA,-1015.08324706214,-1023.61639127294,-1017.4981377323,-990.34152571166,-1008.77630626032,-1020.50347199955
0.85,0.49,-1024.17172196511,NA,NA,-1021.05569991603,-1025.62386106021,-1026.54719070042,-986.239822271322,-1031.66724062233,-1033.17508796965
0.85,0.53,-1028.31185166484,NA,NA,-1023.64041306727,-1028.4392245545,-1027.92755595618,-1007.9608628138,-1043.37191288685,-1046.09414372916
0.85,0.57,-1032.16905538911,NA,NA,-1038.5572484243,-1029.57278827679,-1031.28401083133,-1002.28175041329,-1031.55083246295,-1032.97742334549
0.85,0.61,-1035.77618571053,NA,NA,-1028.84173981629,-1034.65359864851,-1035.31839599445,-1009.79801544653,-1016.43618441674,-1033.92978526359
0.85,0.65,-1039.16050261012,NA,NA,-1040.60835765989,-1041.70356942205,-1039.4759978423,-1044.39990129145,-1030.68914676672,-1039.66202237306
0.85,0.69,-1042.34497383041,NA,NA,-1031.98801160308,-1040.18283245007,-1045.39474727865,-1022.13169322886,-1051.47084075567,-1049.68381571944
0.85,0.73,-1045.34919522058,NA,NA,-1053.02013147185,-1047.38116890894,-1045.60245501611,-1002.90098718837,-1041.23079555391,-1044.9389274029
0.9,0.01,-964.935457048025,NA,NA,-965.139824297081,-964.939260255539,-964.940559140559,-969.916244049003,-969.451443187893,-969.550211523345
0.9,0.05,-934.475422556163,NA,NA,-935.935970840687,-937.432803838028,-935.254805331017,-960.221630270218,-955.967359097527,-959.434323658809
0.9,0.09,-949.425110688273,NA,NA,-950.923090341176,-950.63126045908,-949.135733754236,-971.872181661796,-959.744783405198,-957.500437369166
0.9,0.13,-963.908375375137,NA,NA,-962.270174221881,-962.002504099165,-964.11410717849,-966.901848565261,-975.466034151649,-949.882616680969
0.9,0.17,-975.894364386423,NA,NA,-976.973351706443,-976.910020710866,-974.889184262329,-959.851465906703,-970.973143250445,-986.391837201145
0.9,0.21,-985.889620367773,NA,NA,-985.469217161737,-986.621021148085,-988.9579462135,-969.967628244814,-961.053031765701,-961.887712360736
0.9,0.25,-994.429052257957,NA,NA,-993.955654609508,-995.350941870632,-995.106566753446,-970.200655910006,-982.552798488786,-972.093049731083
0.9,0.29,-1001.8888725872,NA,NA,-1002.28024743895,-1004.9534946915,-1001.99347425466,-985.229588035823,-979.833131839879,-995.263673619868
0.9,0.33,-1008.52078770108,NA,NA,-1008.90839403937,-1007.27619060499,-1008.4915258238,-988.598936384428,-1004.58933946043,-1003.3069330015
0.9,0.37,-1014.49532990913,NA,NA,-1010.03000815269,-1013.47065515027,-1012.19278008405,-982.588751587885,-997.230054242773,-1027.46610765783
0.9,0.41,-1019.93174354977,NA,NA,-1022.25896115953,-1023.08325103256,-1017.88537994167,-1005.45518573065,-1022.45424401302,-1011.39964241564
0.9,0.45,-1024.91658612731,NA,NA,-1029.95019082322,-1025.92764775187,-1027.75027371392,-990.859329398703,-1013.0167716431,-1019.54380268713
0.9,0.49,-1029.51506922442,NA,NA,-1013.93666686321,-1020.58127683439,-1030.04814188683,-994.922167857985,-1026.99555505938,-1014.17306267182
0.9,0.53,-1033.77801224635,NA,NA,-1046.72674460678,-1029.5973259268,-1030.69794631275,-1028.76111529922,-1012.78953821822,-1032.39850314153
0.9,0.57,-1037.74618079643,NA,NA,-1034.96075525154,-1027.29440392328,-1040.61412486641,-1019.17652752607,-1054.88553996493,-1045.16938536047
0.9,0.61,-1041.45305927745,NA,NA,-1032.57291356831,-1041.97471929589,-1042.59906036333,-1039.16030638065,-1046.98280776105,-1033.2981276413
0.9,0.65,-1044.92667422875,NA,NA,-1041.18039848054,-1042.24840574007,-1041.26318818536,-1045.09513478714,-1035.51886231478,-1043.51875826292
0.9,0.69,-1048.19083195778,NA,NA,-1049.09205797621,-1048.22200479645,-1049.69720259854,-1023.23447464174,-1047.23618150253,-1051.07551536352
0.9,0.73,-1051.2659869819,NA,NA,-1049.56339561921,-1047.2118065169,-1048.37743402142,-1023.62882890151,-1072.58776053041,-1059.32686764763
0.95,0.01,-964.537527065539,NA,NA,-964.775830957357,-964.539961176005,-964.542406366287,-969.692899091117,-969.458235872245,-969.237915594735
0.95,0.05,-935.453818313219,NA,NA,-940.249503597273,-935.77555255172,-937.226812554208,-966.123736820846,-946.159111505855,-948.044191255871
0.95,0.09,-951.916959555451,NA,NA,-952.571509023481,-950.44398522745,-955.432536548517,-961.487187832832,-951.550240304719,-939.591764855551
0.95,0.13,-967.126215083099,NA,NA,-974.721794548866,-967.018992801518,-968.165849680464,-957.631308068654,-951.578684902207,-955.89198371584
0.95,0.17,-979.515979878978,NA,NA,-975.933409742421,-985.245114205127,-979.28752083934,-968.530428490996,-964.364770381572,-969.325538253553
0.95,0.21,-989.785610484884,NA,NA,-991.751189611753,-988.453282981072,-995.750997341051,-987.866139887062,-978.020649574561,-982.701477880543
0.95,0.25,-998.547071895008,NA,NA,-996.734997962188,-1003.076351175,-998.683963614802,-971.336909845303,-982.147784275199,-992.071401419132
0.95,0.29,-1006.20539206465,NA,NA,-999.760435001472,-1002.76108010692,-1013.55157598202,-985.106920275866,-1000.44373540364,-1005.39088474744
0.95,0.33,-1013.02145572539,NA,NA,-1017.22457438448,-1017.41453816782,-1010.41397411235,-988.04275541905,-1003.03908372882,-996.218819765686
0.95,0.37,-1019.16756755482,NA,NA,-1015.497629768,-1020.47580073182,-1019.93599848833,-986.538044214164,-1021.03768510004,-1006.05110457236
0.95,0.41,-1024.76247549201,NA,NA,-1034.29906422872,-1021.96958386475,-1027.55115588695,-992.32862245925,-1006.14080292317,-1041.42057105208
0.95,0.45,-1029.8919918258,NA,NA,-1021.94430891583,-1032.27757854153,-1030.58301391063,-1009.5841214908,-1007.6710543047,-1040.51939860962
0.95,0.49,-1034.62100102913,NA,NA,-1031.20884227008,-1031.04759116929,-1035.8046558996,-1007.52348349992,-1038.84507938069,-1043.81794568911
0.95,0.53,-1039.00052238656,NA,NA,-1038.04594923803,-1046.4481195095,-1035.83484613528,-1017.04730443485,-1047.22347896979,-1035.64635841618
0.95,0.57,-1043.07195460383,NA,NA,-1050.13595506238,-1036.63295578719,-1042.61677424058,-1024.01183641304,-1043.25504079057,-1052.97781007222
0.95,0.61,-1046.86970499942,NA,NA,-1046.20417222004,-1047.19172888865,-1047.30299090953,-1023.84496759083,-1037.60508790653,-1058.69004088313
0.95,0.65,-1050.42288003535,NA,NA,-1050.17967196962,-1051.91211001025,-1047.82852746397,-1048.9219022316,-1060.39091668017,-1041.6825577663
0.95,0.69,-1053.75641961745,NA,NA,-1056.53836558093,-1050.48393999178,-1051.91742660174,-1033.28140380679,-1042.12697976465,-1055.27123983176
0.95,0.73,-1056.8918932199,NA,NA,-1057.81225433407,-1052.11367818208,-1055.24908875679,-1052.33425872109,-1063.10117525069,-1060.08260242967
1,0.01,-964.131121975568,NA,NA,-964.421075840394,-964.133065999312,-964.133937692139,-969.923914491069,-969.571856794897,-969.049432538183
1,0.05,-936.519775893619,NA,NA,-939.869543626735,-936.961945755537,-935.618663583845,-968.150493360861,-957.293800372753,-960.549243990453
1,0.09,-954.396223018073,NA,NA,-949.580831010331,-959.860617999814,-954.919284233016,-966.538761286907,-966.443853010637,-954.737552527966
1,0.13,-970.240659666322,NA,NA,-984.71524984404,-968.032457702256,-972.179550219493,-978.608408534943,-960.957382423152,-962.385081343123
1,0.17,-982.979127106583,NA,NA,-995.922221222947,-986.739026313605,-981.735637112697,-958.932292177416,-975.165082018008,-976.164730642824
1,0.21,-993.495134110245,NA,NA,-994.622941143231,-996.882922841761,-992.192224665842,-982.698934532284,-973.518480479143,-975.676648703839
1,0.25,-1002.46696868759,NA,NA,-996.105354514492,-1000.44359730814,-1002.02732920203,-988.716485393086,-975.441332001307,-1005.70981960514
1,0.29,-1010.32042274136,NA,NA,-1000.26195517999,-1011.48283923494,-1009.97765158682,-986.061680376228,-989.731005839395,-1005.7002681242
1,0.33,-1017.32028675464,NA,NA,-1018.23381644692,-1016.11830915981,-1021.22755814776,-984.550187810413,-993.041232671939,-1013.58819813099
1,0.37,-1023.63754455873,NA,NA,-1028.2288005645,-1020.96176610522,-1017.70484559114,-995.999387695478,-997.2159310983,-1006.51084677955
1,0.41,-1029.38888904158,NA,NA,-1028.25287864745,-1033.40330625605,-1026.69036273918,-1041.16027999876,-1011.83282698588,-1038.65937170791
1,0.45,-1034.65881943076,NA,NA,-1039.89348931941,-1032.32958178172,-1037.23272907384,-1013.51410752126,-1034.10462948382,-1035.50678630063
1,0.49,-1039.51190812134,NA,NA,-1032.9641806521,-1045.4732085228,-1037.77641609697,-1023.55767860466,-1050.02861560872,-1037.08350279945
1,0.53,-1043.99969100238,NA,NA,-1038.10879334839,-1045.20944644571,-1044.17768600643,-1036.10918869541,-1035.27920252654,-1042.79210121365
1,0.57,-1048.16463820443,NA,NA,-1055.77929975687,-1047.45074677837,-1046.36575221716,-1007.13717765694,-1040.23488922742,-1054.95544334137
1,0.61,-1052.04253301943,NA,NA,-1037.59124345922,-1054.90809171879,-1052.16699810421,-1021.39546381321,-1051.95692148048,-1051.40871685407
1,0.65,-1055.66397222572,NA,NA,-1051.96714133522,-1052.4361287348,-1057.89626733341,-1020.5667395832,-1077.62500849429,-1058.51112162461
1,0.69,-1059.05537113437,NA,NA,-1052.55117749348,-1057.34954801121,-1056.45485471407,-1026.19382266693,-1051.79499664979,-1070.15528824566
1,0.73,-1062.2396803431,NA,NA,-1062.2675359831,-1062.28723695792,-1058.47592387172,-1033.16716070616,-1037.68546528316,-1070.8764831499
1.05,0.01,-963.717011953892,NA,NA,-963.993049328721,-963.714419186754,-963.720525837542,-969.780940149607,-969.770674235494,-969.771217557483
1.05,0.05,-937.65992160722,NA,NA,-942.628827303336,-936.091884546357,-938.40529041082,-965.20569903273,-962.965261247948,-953.753146284443
1.05,0.09,-956.844942867168,NA,NA,-958.99472496947,-956.429544329105,-958.485763466909,-948.252389737036,-961.736285436758,-946.474060007266
1.05,0.13,-973.242883745173,NA,NA,-977.678525215576,-973.7570462658,-973.629453962495,-969.318177034276,-991.436348997371,-949.273769236553
1.05,0.17,-986.286360019493,NA,NA,-995.272383582444,-988.361675861699,-987.531629277202,-968.881707385417,-969.429117678743,-965.542094293796
1.05,0.21,-997.029938009517,NA,NA,-996.060569152449,-1000.51612798772,-997.636423646669,-976.184499609065,-976.963950771466,-980.611444448998
1.05,0.25,-1006.20673179773,NA,NA,-1011.35837414501,-1006.94979474664,-1007.95343534227,-988.529033406451,-988.427916357948,-991.840160499112
