"Smooth","Range","Laplace","MC","Exact","Vecchia-5","Vecchia-10","Vecchia-20","LR-5","LR-10","LR-20"
1.55,0.09,-977.924434429095,NA,NA,-977.905971222828,-979.690611893959,-978.918735724191,-956.890025326015,-958.695933442124,-956.432503823339
1.55,0.13,-997.418051014123,NA,NA,-990.75491811353,-993.13148101104,-993.764577411706,-966.872426359359,-945.587080465573,-972.482152559472
1.55,0.17,-1012.67489711445,NA,NA,-1017.734631151,-1014.71110237908,-1016.74158552356,-969.721417003514,-982.217730936106,-985.873009611035
1.55,0.21,-1025.6029644594,NA,NA,-1025.21269817716,-1018.51284741475,-1028.62614606052,-1009.66469480882,-1005.87160234063,-1013.26822176707
1.55,0.25,-1036.92692684556,NA,NA,-1040.93859561854,-1041.51819512224,-1036.23854790727,-995.066951538088,-1031.69221020322,-1042.34757741368
1.55,0.29,-1046.90664997036,NA,NA,-1044.57544446803,-1051.99365927357,-1048.46077660674,-1014.89514217293,-1036.98313671536,-1030.58668642089
1.55,0.33,-1055.68833229204,NA,NA,-1059.87240784637,-1051.45167886171,-1058.18131956514,-1035.19500617469,-1069.21424594949,-1055.77572779905
1.55,0.37,-1063.41110369785,NA,NA,-1060.32055482451,-1064.19329205465,-1063.28625825201,-1024.23734053217,-1083.07779722666,-1062.88553752606
1.55,0.41,-1070.2201543364,NA,NA,-1066.35112580654,-1071.70037515748,-1070.25967899805,-1028.19821724775,-1060.98987544057,-1068.09310131949
1.55,0.45,-1076.25674758069,NA,NA,-1079.90313775308,-1077.93387970548,-1077.02874753366,-1089.12319645118,-1083.89694928867,-1077.05476397353
1.55,0.49,-1081.64825600171,NA,NA,-1064.93152144767,-1076.04817522482,-1082.76083797432,-1056.01827608689,-1086.0733830587,-1085.70920641289
1.55,0.53,-1086.50297260265,NA,NA,-1079.36371297599,-1085.4249666283,-1083.85771000426,-1065.93423831834,-1078.39196365022,-1091.49367272267
1.55,0.57,-1090.90907974123,NA,NA,-1085.70335134982,-1081.55322295267,-1092.04231425683,-1063.64297836741,-1092.32060755717,-1089.09823558156
1.55,0.61,-1094.93621469506,NA,NA,-1090.01908503887,-1098.14532943381,-1095.23717915555,-1059.71134068527,-1111.11364106733,-1097.98948164757
1.55,0.65,-1098.63830104284,NA,NA,-1104.77664021981,-1093.00482301312,-1100.11374536164,-1086.66245172862,-1104.70414815772,-1102.36941877407
1.55,0.69,-1102.05673971581,NA,NA,-1092.98024677137,-1103.91572555542,-1099.92779276593,-1100.79040904751,-1111.21506433252,-1104.20742656061
1.55,0.73,-1105.22342398367,NA,NA,-1104.12069449832,-1101.47236866564,-1102.59551915743,-1061.87336013334,-1109.35706394662,-1106.18080548993
1.6,0.01,-958.862940414413,NA,NA,-959.095095240874,-958.830636342503,-958.901390716285,-969.662926686146,-969.571386610207,-968.774856457013
1.6,0.05,-952.104680399279,NA,NA,-957.357435318211,-952.676433444285,-953.772011687239,-951.947097329361,-960.901746957462,-945.913871834413
1.6,0.09,-979.665417121756,NA,NA,-982.08800076324,-984.151803122971,-983.435192896425,-950.858047009852,-961.734064355445,-952.458850784033
1.6,0.13,-999.366747296669,NA,NA,-1003.64360800947,-1000.16317626673,-1001.38301253543,-972.970355503675,-970.150756675693,-977.53482039907
1.6,0.17,-1014.83791737304,NA,NA,-1009.73214048857,-1017.86153489915,-1014.82676242864,-996.540509894833,-975.760040896797,-978.615326821255
1.6,0.21,-1028.0030769847,NA,NA,-1030.54523461284,-1026.35879113467,-1026.66955587845,-984.289701964405,-1017.81159533014,-1012.25391724984
1.6,0.25,-1039.53932979575,NA,NA,-1039.29881093056,-1038.58663298445,-1039.58008703193,-1004.26337921645,-1016.89562404643,-1034.00771548277
1.6,0.29,-1049.67424882529,NA,NA,-1061.05728237999,-1047.79575642113,-1049.82223653325,-1027.46190931325,-1040.63312903149,-1050.57431203932
1.6,0.33,-1058.54925634112,NA,NA,-1056.08419935843,-1064.28168429268,-1060.45515051374,-1040.00105195924,-1025.68142533675,-1047.86127427205
1.6,0.37,-1066.31472742824,NA,NA,-1067.33706622322,-1068.71883831295,-1064.93105597452,-1061.24556805351,-1056.10465664107,-1073.67701494585
1.6,0.41,-1073.13181093369,NA,NA,-1062.57995020172,-1074.6631126341,-1073.9680880178,-1048.9714933891,-1085.57032594297,-1070.35145063498
1.6,0.45,-1079.15623385465,NA,NA,-1069.54466715141,-1077.81696701194,-1077.30809312694,-1065.93997148904,-1091.19798378653,-1081.83717632007
1.6,0.49,-1084.52599546424,NA,NA,-1076.38287047781,-1079.59233721545,-1079.65008289893,-1057.64931038523,-1087.4554374492,-1092.32615650225
1.6,0.53,-1089.35592639241,NA,NA,-1065.10374228638,-1089.54547784967,-1089.32451163499,-1078.55717695152,-1091.56463864207,-1087.67312642955
1.6,0.57,-1093.73735075715,NA,NA,-1097.26535080948,-1085.32100583008,-1092.81646293916,-1077.31006032017,-1102.30080374614,-1095.52735188668
1.6,0.61,-1097.74065421462,NA,NA,-1091.8962794576,-1097.56581049948,-1095.9846490555,-1088.02238401749,-1108.31667582237,-1100.75450168933
1.6,0.65,-1101.41908975979,NA,NA,-1105.01155473545,-1105.43877359819,-1100.64707548579,-1118.52010894365,-1107.800968708,-1104.23416757779
1.6,0.69,-1104.81275693523,NA,NA,-1103.05621401997,-1098.70773704419,-1106.97027658654,-1093.42538533547,-1116.8070053855,-1105.00893188378
1.6,0.73,-1107.95216998954,NA,NA,-1105.59875682945,-1101.46285099939,-1106.15264792479,-1123.84180178213,-1118.46907973137,-1110.46278031381
1.65,0.01,-958.411886999561,NA,NA,-958.672738702913,-958.396414294842,-958.465130011306,-969.169302024824,-969.267836419759,-969.467138300746
1.65,0.05,-953.395567879178,NA,NA,-951.1273126175,-955.663364884296,-957.311783088773,-965.123857119285,-965.726271535771,-974.11813308617
1.65,0.09,-981.348621107704,NA,NA,-986.34881782847,-981.370175260563,-981.898652939912,-942.753278951788,-961.36418548326,-968.298673140478
1.65,0.13,-1001.2524105737,NA,NA,-1006.21591270769,-1007.02322845776,-1002.01178661446,-974.990120609066,-981.841000148919,-982.970805166363
1.65,0.17,-1016.94195037824,NA,NA,-1024.60990314144,-1016.59789939332,-1011.31699389178,-986.061564834215,-966.227715276032,-1013.42353867747
1.65,0.21,-1030.34619585469,NA,NA,-1035.42015512358,-1033.50312096176,-1031.86780941508,-976.522747571061,-997.834107110366,-1024.03356591444
1.65,0.25,-1042.08805565507,NA,NA,-1039.10277366583,-1041.4793420084,-1042.91263370993,-1012.30270550946,-1025.74344739253,-1035.87600845293
1.65,0.29,-1052.36412928389,NA,NA,-1047.6360622001,-1054.79056988181,-1052.20947245853,-1022.52357631539,-1035.34938313239,-1052.20502605365
1.65,0.33,-1061.31543207817,NA,NA,-1054.2197894864,-1065.42999907301,-1064.78024189781,-1065.81268553788,-1066.01013062901,-1052.43392852675
1.65,0.37,-1069.10742945569,NA,NA,-1064.98857211337,-1064.03683609824,-1067.174902973,-1022.02027663315,-1071.94404085754,-1075.30538086317
1.65,0.41,-1075.91944607983,NA,NA,-1071.62222848331,-1080.11202931543,-1077.16926690841,-1046.70474082581,-1076.56324502667,-1077.77042944666
1.65,0.45,-1081.92239345601,NA,NA,-1064.56525625692,-1081.859931944,-1083.00981122509,-1077.26534260661,-1081.7329662254,-1083.61489138855
1.65,0.49,-1087.26458101731,NA,NA,-1085.94243654276,-1083.19756375698,-1087.31330707306,-1059.39633031297,-1083.81666982556,-1095.05359040989
1.65,0.53,-1092.06648789479,NA,NA,-1089.60207795715,-1092.87279212568,-1092.75177819091,-1084.99467809868,-1090.92036947807,-1095.85941522223
1.65,0.57,-1096.42150196862,NA,NA,-1081.15876572188,-1105.09630399981,-1095.87113230295,-1113.07003801644,-1099.89674622005,-1095.47829840681
1.65,0.61,-1100.39976263731,NA,NA,-1093.41362752186,-1097.05416797037,-1098.87945131018,-1106.38946307589,-1103.39852079863,-1105.95387899948
1.65,0.65,-1104.05309736639,NA,NA,-1100.64132281707,-1098.74271533838,-1102.31096424737,-1100.35215983255,-1105.44087920254,-1108.21210739446
1.65,0.69,-1107.41984571787,NA,NA,-1105.15820418779,-1112.10934668168,-1104.54750477953,-1111.63325908932,-1118.29985275738,-1109.35091858529
1.65,0.73,-1110.52896550671,NA,NA,-1122.93333088295,-1110.36788676656,-1109.71069925471,-1119.47079984128,-1119.62734861068,-1112.82454376008
1.7,0.01,-957.961749503683,NA,NA,-958.308180147994,-957.969267522274,-958.011377642233,-969.400506403549,-968.939754384545,-968.74340992536
1.7,0.05,-954.662607390351,NA,NA,-957.632595292911,-954.739480877313,-953.570991544336,-959.101490685883,-953.283586032198,-953.934486841594
1.7,0.09,-982.97731969379,NA,NA,-986.601691566788,-977.342320324742,-981.543105089796,-978.284308840902,-969.58557257104,-961.00301524572
1.7,0.13,-1003.0795520838,NA,NA,-994.796491047534,-1001.74773493186,-1004.70572060434,-987.732503943724,-973.18024035465,-994.234711687285
1.7,0.17,-1018.99178223809,NA,NA,-1013.80898098815,-1026.04137211065,-1018.79957621966,-1004.19211288585,-1002.82360141655,-1004.07812349777
1.7,0.21,-1032.63594766396,NA,NA,-1019.07300756425,-1036.91948848077,-1035.25557225998,-987.483730845026,-1019.71598906315,-1021.8692684938
1.7,0.25,-1044.57499631756,NA,NA,-1044.41476710264,-1040.9069154347,-1042.85520964548,-1021.06032954705,-1042.29414826139,-1036.76455166969
1.7,0.29,-1054.97700128944,NA,NA,-1046.5368709613,-1057.68425566397,-1057.32378200907,-1038.49628782101,-1064.04580089935,-1053.63619206735
1.7,0.33,-1063.9874466947,NA,NA,-1055.64401307353,-1057.02225061257,-1065.5716085581,-1041.34634462449,-1048.40891789315,-1058.31521602506
1.7,0.37,-1071.79066270085,NA,NA,-1066.6456241252,-1075.7871473464,-1077.13891055891,-1024.68624842553,-1058.35355737937,-1073.18186654294
1.7,0.41,-1078.58602746568,NA,NA,-1052.39775514355,-1077.39537242131,-1074.71844031506,-1021.18685396457,-1078.97851703672,-1084.49103866853
1.7,0.45,-1084.55995967079,NA,NA,-1090.1808253151,-1086.2392785759,-1084.94401992625,-1102.87423939663,-1073.18795779052,-1085.73943528517
1.7,0.49,-1089.87040985975,NA,NA,-1062.51261361184,-1088.04569246106,-1089.43518861184,-1077.63080177585,-1095.13367145955,-1090.45411856977
1.7,0.53,-1094.64236639778,NA,NA,-1081.30724865122,-1097.43399399298,-1094.45168616347,-1080.9191757354,-1094.87523226347,-1095.65618708613
1.7,0.57,-1098.97007942364,NA,NA,-1085.18965890204,-1091.1528345085,-1096.11602135783,-1056.51683590713,-1095.29224439926,-1103.44086387383
1.7,0.61,-1102.92244432098,NA,NA,-1086.16883355468,-1094.42055779832,-1098.48831349764,-1105.19097830485,-1103.14496113167,-1104.96942076693
1.7,0.65,-1106.54919654257,NA,NA,-1104.08079939558,-1099.71114437835,-1107.67247074979,-1075.40283696445,-1117.55244315968,-1105.7074164299
1.7,0.69,-1109.88659805862,NA,NA,-1095.91552344555,-1108.37654552563,-1107.30730669264,-1086.18306306653,-1120.44577387457,-1111.63332855206
1.7,0.73,-1112.96202820122,NA,NA,-1105.78137312533,-1106.37261794526,-1108.13534843982,-1088.83227593223,-1124.6601968914,-1114.91287435417
1.75,0.01,-957.513023897183,NA,NA,-957.77920786392,-957.434441728057,-957.489709265565,-969.62548234541,-969.473785463862,-969.253587902517
1.75,0.05,-955.903704343562,NA,NA,-960.050387924252,-956.709255750812,-958.038428726288,-963.374217180518,-968.845025821011,-961.519042420764
1.75,0.09,-984.554686263588,NA,NA,-983.249303474408,-981.145795364996,-984.089430884332,-976.493381554573,-966.431628427751,-965.728940444422
1.75,0.13,-1004.85231375509,NA,NA,-998.031955581194,-1008.41974359895,-1005.01224759512,-982.635236562527,-982.979086422755,-978.368859076723
1.75,0.17,-1020.99166421581,NA,NA,-1029.24419036497,-1027.32581631919,-1023.44394634379,-1012.92421844934,-1012.32529231926,-1013.27235625857
1.75,0.21,-1034.87531539519,NA,NA,-1033.6017949216,-1030.06789596086,-1036.75884742141,-1018.70149203364,-995.02149523002,-1033.07056291356
1.75,0.25,-1047.00151223131,NA,NA,-1052.83014436754,-1042.14965205403,-1052.88931520298,-1020.81345855739,-1031.64928122175,-1052.42883728347
1.75,0.29,-1057.51333965217,NA,NA,-1044.55993548215,-1060.22810020664,-1060.10160517078,-1004.86135939776,-1043.25641399309,-1057.69080754346
1.75,0.33,-1066.5659908773,NA,NA,-1052.74338651459,-1055.0908131279,-1064.8145695551,-1069.42067876787,-1032.639625567,-1075.02222231808
1.75,0.37,-1074.36624647671,NA,NA,-1070.7030383232,-1075.99225666105,-1075.49784898622,-1016.44852047026,-1071.20699659138,-1070.04372414403
1.75,0.41,-1081.13501717083,NA,NA,-1073.40807273943,-1085.31814657728,-1081.28851453717,-1030.34965109859,-1088.47442520391,-1084.17752339727
1.75,0.45,-1087.07413679807,NA,NA,-1084.20876458769,-1092.84597353542,-1086.26134499833,-1088.28223757923,-1086.22492338296,-1094.6044969531
1.75,0.49,-1092.35019073043,NA,NA,-1088.87470828439,-1094.14007080042,-1092.48942440304,-1042.44301173745,-1101.97199009474,-1095.74833107676
1.75,0.53,-1097.09132847183,NA,NA,-1098.41684335041,-1096.56704614167,-1095.16873346239,-1087.83246158523,-1112.32634142434,-1098.3563592083
1.75,0.57,-1101.39139437166,NA,NA,-1086.17944121294,-1098.36724487232,-1098.94451821261,-1111.59676033321,-1100.65958919817,-1102.50515656345
1.75,0.61,-1105.31709735416,NA,NA,-1096.78659543024,-1099.39391538195,-1106.4378173298,-1101.93416234584,-1111.70343732548,-1107.5523406555
1.75,0.65,-1108.91554992295,NA,NA,-1088.90129452649,-1107.7255925597,-1106.07150063626,-1104.47140481539,-1107.24649899648,-1109.7148019052
1.75,0.69,-1112.22078766689,NA,NA,-1087.10463357535,-1118.69849119521,-1112.00358517573,-1076.96400975402,-1124.47084937066,-1114.35484502202
1.75,0.73,-1115.25875130687,NA,NA,-1091.41209815269,-1114.80956696745,-1111.67645596089,-1102.83023927941,-1125.68176384249,-1117.20025270083
1.8,0.01,-957.066179236645,NA,NA,-957.266629513535,-957.002088854102,-957.076863750174,-969.491625612741,-969.135059543858,-967.857371574458
1.8,0.05,-957.117344427807,NA,NA,-961.403733125091,-959.844808400637,-961.284158913211,-967.727295310194,-967.773959562648,-950.215117591179
1.8,0.09,-986.083739961297,NA,NA,-993.971894017308,-989.981491055487,-989.263776335875,-966.151554468611,-959.891784797067,-964.313021418038
1.8,0.13,-1006.57449702468,NA,NA,-996.860197301333,-1007.1435116565,-1003.2767593705,-966.42110069058,-972.97463865861,-1004.30109075085
1.8,0.17,-1022.94535899616,NA,NA,-1019.76017267689,-1023.04966551415,-1021.97945200295,-989.970982374247,-995.125768855797,-1005.89489743546
1.8,0.21,-1037.06672082489,NA,NA,-1027.76978995638,-1037.22130526629,-1035.56317739957,-996.025727593179,-1028.29956057723,-1027.10513979978
1.8,0.25,-1049.36855115799,NA,NA,-1046.24964439347,-1052.77774358449,-1047.92920462295,-1012.71821370871,-1038.78525888247,-1047.14230436789
1.8,0.29,-1059.97350634183,NA,NA,-1061.46100303616,-1049.73064538811,-1062.13071646897,-1015.90640505676,-1022.46927936679,-1064.12298053417
1.8,0.33,-1069.05194511019,NA,NA,-1068.27781478794,-1064.40790817535,-1064.39661104255,-1024.04653429403,-1060.79754444488,-1054.30239131949
1.8,0.37,-1076.83639247717,NA,NA,-1069.26696629335,-1081.19574417163,-1068.36047831584,-1088.82964141622,-1083.1495720783,-1079.74096652634
1.8,0.41,-1083.57032953342,NA,NA,-1086.14076224396,-1084.0447870609,-1082.85851615003,-1070.40282538307,-1091.78414186062,-1085.93926778437
1.8,0.45,-1089.4704950661,NA,NA,-1077.25813150097,-1093.85611763123,-1091.49252943006,-1081.16624057335,-1093.89639036428,-1091.00063213619
1.8,0.49,-1094.71079325711,NA,NA,-1087.39818893317,-1086.14306385231,-1094.72174178306,-1094.32950142317,-1087.77891780283,-1096.28051932392
1.8,0.53,-1099.42102939762,NA,NA,-1100.58095608408,-1100.47456369538,-1097.37923499885,-1059.96136420882,-1107.14789204262,-1099.01044539717
1.8,0.57,-1103.69336922206,NA,NA,-1106.73537894936,-1098.32245060348,-1101.57958230842,-1090.41637803853,-1103.81750904945,-1107.73103237315
1.8,0.61,-1107.59150395062,NA,NA,-1103.19943301317,-1103.29772189495,-1107.04200374317,-1096.76596463089,-1115.81883488291,-1112.06663053263
1.8,0.65,-1111.15956569027,NA,NA,-1099.59774561775,-1112.11741320309,-1108.73467066188,-1119.35801080561,-1116.54424634989,-1112.34100922396
1.8,0.69,-1114.42939844215,NA,NA,-1116.36476597613,-1118.83277002041,-1114.48580495188,-1087.01657615487,-1117.80583524672,-1115.66543543519
1.8,0.73,-1117.4257989804,NA,NA,-1120.81736968149,-1117.42809035317,-1119.76962122666,-1115.67906112751,-1124.78771165871,-1118.41525513835
1.85,0.01,-956.621657890115,NA,NA,-956.780284552321,-956.601853313391,-956.651593248304,-969.607300164007,-968.403608045541,-969.55740494293
1.85,0.05,-958.302531184529,NA,NA,-956.761417950111,-958.780988192417,-956.672597105483,-965.525740808626,-958.197321512427,-947.519698091744
1.85,0.09,-987.567306843287,NA,NA,-987.338331998777,-986.22342975524,-986.651420288435,-986.961660738507,-974.701264804851,-967.116375587475
1.85,0.13,-1008.2495930861,NA,NA,-1016.80604254054,-1011.92095625921,-1015.52061717101,-980.47929379636,-995.602505465926,-991.603494247841
1.85,0.17,-1024.85618354425,NA,NA,-1022.37420044345,-1030.27617565689,-1026.27690794203,-994.304908010339,-997.964183868873,-1009.37281390075
1.85,0.21,-1039.21210129602,NA,NA,-1042.45721905336,-1047.69751951766,-1039.9562227466,-1009.63512014202,-1044.25753202266,-1027.63058729252
1.85,0.25,-1051.67675301705,NA,NA,-1048.78779119915,-1057.24167047859,-1046.48023241843,-993.343270020908,-1027.31948392071,-1056.04871712538
1.85,0.29,-1062.35784825213,NA,NA,-1060.53365172239,-1058.82082662904,-1067.0099761667,-1042.75475892358,-1064.97480590602,-1053.83957167647
1.85,0.33,-1071.44643568151,NA,NA,-1074.82343992122,-1073.50987125509,-1069.0891644354,-1061.5929147851,-1074.156603551,-1068.06174412272
1.85,0.37,-1079.20370200204,NA,NA,-1093.07510043582,-1067.2756643525,-1077.23977259651,-1089.99052922542,-1071.93002068968,-1081.56593870583
1.85,0.41,-1085.8962675346,NA,NA,-1093.5582142778,-1080.24858839309,-1082.60197306165,-1070.39328995555,-1095.11716232336,-1088.34091254565
1.85,0.45,-1091.75485607793,NA,NA,-1088.18670358121,-1086.28714447693,-1091.56921220143,-1093.07970769292,-1087.71007905113,-1097.31839994833
1.85,0.49,-1096.95910386053,NA,NA,-1084.64320854435,-1090.1103660083,-1094.18760946515,-1035.28197148803,-1094.58806064005,-1097.58963131338
1.85,0.53,-1101.63886903646,NA,NA,-1087.51146982703,-1097.7512963808,-1100.51993080049,-1055.87756461027,-1084.74689607958,-1103.11372691702
1.85,0.57,-1105.88342405908,NA,NA,-1097.45306341558,-1097.77384763693,-1103.64681900226,-1107.36124302451,-1112.34495366222,-1109.4201229643
1.85,0.61,-1109.75277180994,NA,NA,-1107.21367391647,-1113.97060192936,-1108.82300212041,-1104.98161924712,-1111.24347380954,-1110.13231384228
1.85,0.65,-1113.28790596607,NA,NA,-1112.46133936295,-1110.55591985526,-1108.28471626228,-1088.49502737452,-1121.18671162781,-1114.27098299336
1.85,0.69,-1116.51869805813,NA,NA,-1106.42210451941,-1113.24057776019,-1118.0615374093,-1068.67317195067,-1118.59264891835,-1120.15390040102
1.85,0.73,-1119.46923074264,NA,NA,-1115.89304129528,-1119.51501816295,-1117.20986329174,-1128.45496629468,-1122.08652474066,-1120.97428486242
1.9,0.01,-956.179875898706,NA,NA,-956.484939179701,-956.091439231643,-956.176378470764,-969.74200791426,-968.656173652362,-968.684299485201
1.9,0.05,-959.458722601507,NA,NA,-957.717187837175,-958.133224755008,-959.336313263032,-972.403315032925,-949.119191408796,-950.602127609297
1.9,0.09,-989.008014890197,NA,NA,-986.672957855803,-991.941619022913,-989.6192590998,-973.152850727319,-971.373287769841,-956.296870052871
1.9,0.13,-1009.88081199206,NA,NA,-1010.57732414306,-1013.25888827565,-1011.30431151981,-977.230336634443,-1001.42999114678,-992.19954661487
1.9,0.17,-1026.72704864214,NA,NA,-1032.16885340234,-1025.23986743396,-1029.52480549109,-979.092758003566,-984.998061497229,-1019.41526933476
1.9,0.21,-1041.31298082865,NA,NA,-1039.10216805031,-1043.91169140522,-1042.28990603318,-979.836481935424,-1017.7963214414,-1050.9118112085
1.9,0.25,-1053.92654105534,NA,NA,-1050.54452690917,-1051.20172017919,-1054.17521098898,-1032.40376785937,-1053.09972735541,-1052.32762621412
1.9,0.29,-1064.66677262306,NA,NA,-1047.4642605949,-1067.71353941176,-1064.58435467673,-1035.56814767431,-1041.15197661336,-1059.54094790864
1.9,0.33,-1073.75086550115,NA,NA,-1076.59500947257,-1081.62153026482,-1071.77486066835,-1053.79912411335,-1049.87783070708,-1074.08324979118
1.9,0.37,-1081.47114162979,NA,NA,-1073.53836282279,-1080.13629841235,-1080.14204250797,-1034.73975227352,-1091.9842464842,-1087.12939944176
1.9,0.41,-1088.1174459063,NA,NA,-1070.11438820653,-1092.70683818744,-1083.25928138141,-1074.76537915043,-1090.61087390389,-1093.83453027555
1.9,0.45,-1093.93317722252,NA,NA,-1089.79033793412,-1090.5565915483,-1093.68769555805,-1079.22620391139,-1095.24486561121,-1095.94915631757
1.9,0.49,-1099.10189578273,NA,NA,-1094.22417922193,-1096.31001993958,-1097.98971962178,-1066.9736062137,-1099.72890100861,-1101.78471272157
1.9,0.53,-1103.75187711763,NA,NA,-1093.7605536937,-1107.76209819397,-1100.70459827862,-1075.97659926894,-1110.67899721802,-1105.57658950555
1.9,0.57,-1107.96840416829,NA,NA,-1109.79760456816,-1100.99994293579,-1106.1972952728,-1095.36008018543,-1098.24216621052,-1110.16290389067
1.9,0.61,-1111.80732100707,NA,NA,-1110.15338489174,-1103.8692108572,-1108.50914687248,-1096.51304352895,-1123.15039788191,-1114.55346675875
1.9,0.65,-1115.30653646659,NA,NA,-1105.09835818012,-1110.47149178503,-1116.95210008509,-1118.27679460708,-1119.93441725055,-1116.66344847695
1.9,0.69,-1118.49434024105,NA,NA,-1117.66066064703,-1125.04315645216,-1118.67896028912,-1128.1845840969,-1120.56000871881,-1119.8353486758
1.9,0.73,-1121.39463614999,NA,NA,-1117.06694693853,-1119.35317079372,-1116.627344046,-1116.38149295068,-1123.725785466,-1123.61346225472
1.95,0.01,-955.741223455585,NA,NA,-956.011518964702,-955.661445552796,-955.792560080605,-969.77839157332,-969.701741927498,-968.825074330733
1.95,0.05,-960.585768309182,NA,NA,-959.995741540178,-967.383079113275,-964.127731108068,-961.822448158475,-966.912789806101,-948.349322755491
1.95,0.09,-990.408285405399,NA,NA,-998.359625083577,-990.082602448098,-993.158359491273,-960.104568637094,-946.118395218917,-971.934743382464
1.95,0.13,-1011.47110923495,NA,NA,-1017.38115696616,-1019.41019814883,-1013.43031672141,-986.417890443858,-1031.31516778085,-993.58268879026
1.95,0.17,-1028.5604954348,NA,NA,-1025.0141915201,-1029.45862575091,-1029.94207576089,-978.762484960939,-1005.56423828716,-1026.39741958822
1.95,0.21,-1043.37053559582,NA,NA,-1042.66467813089,-1038.37131232143,-1044.55781077452,-979.128802327314,-1052.66938996434,-1047.56309710306
1.95,0.25,-1056.11819980395,NA,NA,-1056.23235897372,-1058.44434258131,-1056.96322311511,-1012.0102488696,-1034.96326685759,-1040.82760336093
1.95,0.29,-1066.90080258462,NA,NA,-1058.52300505921,-1070.52433635197,-1066.88031005842,-1077.54693602388,-1074.4539604686,-1069.87811306711
1.95,0.33,-1075.96692460316,NA,NA,-1064.86807618738,-1076.40597790778,-1077.27595073004,-1045.74919855434,-1070.10762504324,-1073.9132994694
1.95,0.37,-1083.64200355592,NA,NA,-1080.88193854385,-1085.89850879985,-1082.6857877173,-1073.4589844893,-1080.21114412838,-1084.74042027203
1.95,0.41,-1090.23870763393,NA,NA,-1065.20655544208,-1078.60760271066,-1090.44175771957,-1071.6671011065,-1091.95079655687,-1089.5730372077
1.95,0.45,-1096.01144148963,NA,NA,-1082.26651062532,-1085.53850541523,-1092.77244555402,-1099.3933223875,-1083.48229771956,-1096.80553993335
1.95,0.49,-1101.1457182464,NA,NA,-1090.75612903308,-1096.29789116345,-1102.43167138651,-1070.64670296806,-1102.19953578192,-1103.39926051672
1.95,0.53,-1105.76662983085,NA,NA,-1091.74382986471,-1104.83459433418,-1103.5646423327,-1118.82197018893,-1108.0836571325,-1106.4184262247
1.95,0.57,-1109.95454582366,NA,NA,-1107.88431130836,-1112.3178651154,-1108.38578845746,-1112.27835784001,-1109.41520686222,-1110.05608927799
1.95,0.61,-1113.76090838303,NA,NA,-1112.30778238559,-1109.65769758657,-1110.57158070735,-1113.28629873214,-1114.34312066435,-1113.37821680328
1.95,0.65,-1117.2208047712,NA,NA,-1126.58230121179,-1117.71095884121,-1115.44220622783,-1136.31739953599,-1121.86329101266,-1117.76091585275
1.95,0.69,-1120.36148037367,NA,NA,-1119.71364217139,-1123.14967084514,-1121.95383789408,-1118.93255458525,-1121.952820749,-1121.5035096967
1.95,0.73,-1123.20726435241,NA,NA,-1112.1121289851,-1118.5719428803,-1123.31583456257,-1124.59043180114,-1122.88879534578,-1123.79156536917
2,0.01,-955.306065484648,NA,NA,-955.581419591747,-955.107882209864,-955.317119995581,-969.896095179023,-969.475661245818,-968.728809912512
2,0.05,-961.683848785328,NA,NA,-966.646391135089,-966.054541061528,-964.698610354025,-960.859056005178,-954.750992135425,-958.59842092544
2,0.09,-991.770341447308,NA,NA,-993.829543428621,-993.738140281787,-995.987761715751,-962.391256939569,-963.858222762995,-971.765024279533
2,0.13,-1013.02320922618,NA,NA,-1015.91140750341,-1023.59892930226,-1011.01486049806,-968.599545994047,-982.755785480477,-1005.49518018908
2,0.17,-1030.35872937979,NA,NA,-1034.28195113139,-1032.58009242147,-1032.66343778824,-1006.86776721826,-1004.05336739654,-1034.16232101605
2,0.21,-1045.38565381587,NA,NA,-1045.10774852529,-1043.16248621563,-1045.00181021789,-1009.72337720304,-1014.50662762915,-1042.61583997702
2,0.25,-1058.25194047045,NA,NA,-1061.78633897137,-1051.73282137682,-1057.61914085496,-1038.54304837227,-1057.12953680905,-1061.11469564091
2,0.29,-1069.06061542984,NA,NA,-1070.91935021867,-1063.56921174443,-1067.13950434573,-1049.27884146164,-1066.85670391317,-1074.6962959873
2,0.33,-1078.09658479089,NA,NA,-1076.5700553143,-1073.73975082571,-1074.82667359146,-1012.5142751651,-1082.90255577862,-1080.21990433653
2,0.37,-1085.71985580521,NA,NA,-1090.20737160768,-1086.32334985756,-1086.31908068201,-1026.71132855915,-1053.98734604039,-1088.36281750511
2,0.41,-1092.26503914723,NA,NA,-1099.90651218095,-1090.05583433339,-1091.54850133706,-1033.61016156549,-1095.25014914016,-1094.23722210774
2,0.45,-1097.9955573729,NA,NA,-1091.49960956807,-1087.46042408069,-1094.83351158746,-1083.66973345836,-1099.80800356398,-1102.14370017297
2,0.49,-1103.09680754365,NA,NA,-1074.59140241645,-1104.39977752339,-1097.63365477075,-1089.12226827981,-1106.00223035169,-1104.02485783639
2,0.53,-1107.68919712668,NA,NA,-1097.8822733458,-1108.59243148363,-1108.41551988886,-1101.93495367836,-1112.38355867072,-1107.50802213657
2,0.57,-1111.84747534314,NA,NA,-1104.43378763964,-1113.27583688888,-1111.23113723457,-1110.64590949097,-1107.93929135984,-1112.19239660551
