"seed","m","method","Range","Smoothness"
488836,40,"LR",0.053163788767113,0.936904614010641
359810,40,"LR",0.0829018893460248,0.630935150735562
360557,40,"LR",0.0620185046665788,0.863245462187509
494890,10,"LR",0.0913911972494538,0.357792224599707
870,10,"LR",0.0730652061793389,0.898850299330438
526409,10,"LR",0.0406832228643135,1.43862887714393
870,20,"LR",0.0729993247752243,0.852007552738219
526409,20,"LR",0.00585583333550139,19.4178506488345
443300,40,"LR",0.0514360112028442,1.28961021644915
494890,40,"LR",0.0194115063191376,2.23800446007137
870,40,"LR",0.0299057820430654,2.2077197066833
526409,40,"LR",0.0858842839463934,0.554351119720576
975640,40,"LR",0.0595512206702618,0.655906568425724
870,5,"LR",0.00479320224037426,20.0855369231877
2819,5,"LR",0.00605424790664466,20.0855369231877
6680,5,"LR",0.0138517350686505,20.0855369231877
8419,5,"LR",0.0171399972936897,20.0855369231877
10137,5,"LR",0.00473677490262301,20.0855369231877
37223,5,"LR",0.00434150723764669,20.0855369231877
62033,5,"LR",0.00418036358349645,20.0855369231877
73346,5,"LR",0.0145428041802249,20.0855369231877
84235,5,"LR",0.0285808612939227,0.119895334895962
114137,5,"LR",0.0114847082410519,20.0855369231877
118587,5,"LR",0.00744133911066111,20.0855369231877
170951,5,"LR",0.00127395646343584,0.0685300691858972
185134,5,"LR",0.00719924372575992,20.0855369231877
214390,5,"LR",0.00585679071609515,20.0855369231877
226190,5,"LR",0.0241515449260837,20.0855369231877
232590,5,"LR",0.00434415058162965,20.0855369231877
237830,5,"LR",0.00656853138307113,20.0855369231877
262438,5,"LR",0.0108716928120472,20.0855369231877
307809,5,"LR",0.0181577211037187,20.0855369231877
341303,5,"LR",0.0105078149644424,20.0855369231877
350099,5,"LR",0.00487339944575866,20.0855369231877
352570,5,"LR",0.0110048043079541,20.0855369231877
359810,5,"LR",0.0128144280522173,20.0855369231877
360557,5,"LR",0.0261450581896937,20.0855369231877
380576,5,"LR",0.0202646598208805,20.0855369231877
406613,5,"LR",0.00442363195473224,20.0855369231877
521057,5,"LR",0.00814473705748833,20.0855369231877
526409,5,"LR",0.0168035039568673,20.0855369231877
587647,5,"LR",0.0109476188153115,20.0855369231877
639586,5,"LR",0.0142121735347535,20.0855369231877
676192,5,"LR",0.0261334830414276,20.0855369231877
714716,5,"LR",0.00807606169337199,20.0855369231877
716511,5,"LR",0.00100778542904851,0.0406209458699466
736777,5,"LR",0.00991520307764613,20.0855369231877
746539,5,"LR",0.00432027826474041,20.0855369231877
755813,5,"LR",0.0073530609344983,20.0855369231877
792135,5,"LR",0.00624534304230238,20.0855369231877
813845,5,"LR",0.0103229352570906,20.0855369231877
844320,5,"LR",0.00100778542904851,0.00710451896282052
937743,5,"LR",0.00984408988635517,20.0855369231877
956514,5,"LR",0.00704814177232492,20.0855369231877
981282,5,"LR",0.0057479710747678,20.0855369231877
995352,5,"LR",0.0123269948515491,20.0855369231877
998840,5,"LR",0.00296417263886161,20.0855369231877
2819,10,"LR",0.0053870468856099,20.0855369231877
8419,10,"LR",0.011294223468123,20.0855369231877
70387,10,"LR",0.0104839916704973,20.0855369231877
118587,10,"LR",0.00656871717597202,20.0855369231877
162484,10,"LR",0.0104146168046318,20.0855369231877
174013,10,"LR",0.0103407943810525,20.0855369231877
185134,10,"LR",0.00901846585677621,20.0855369231877
191345,10,"LR",0.00100778542904851,0.00712274106787288
214390,10,"LR",0.0218305403539943,0.129488722553639
232590,10,"LR",0.00405546093480479,20.0855369231877
237830,10,"LR",0.00770633238049931,20.0855369231877
350099,10,"LR",0.0114430650856289,20.0855369231877
352570,10,"LR",0.00859204975575074,20.0855369231877
359810,10,"LR",0.0143054240381284,20.0855369231877
443300,10,"LR",0.00568877350744922,20.0855369231877
444376,10,"LR",0.00842710254299284,0.140135408228989
521057,10,"LR",0.00797796597941384,20.0855369231877
577480,10,"LR",1.80757961270463e+208,4.12140956072279e-05
587647,10,"LR",0.0102171360900932,20.0855369231877
637493,10,"LR",0.00615480037419877,20.0855369231877
639586,10,"LR",0.00100778542904851,0.0396984821694896
716511,10,"LR",0.00100778542904851,0.00672985079311687
792135,10,"LR",0.00556914409722194,20.0855369231877
844320,10,"LR",0.00100778542904851,0.00781750726801452
937743,10,"LR",0.00908710689286172,20.0855369231877
956514,10,"LR",0.0086851870570379,20.0855369231877
975640,10,"LR",0.0871025001288399,0.460744886320338
982148,10,"LR",0.00752050066735536,20.0855369231877
995352,10,"LR",0.0100840556406581,20.0855369231877
37223,20,"LR",0.00500094857722195,20.0855369231877
73346,20,"LR",0.00813091058170329,20.0855369231877
102571,20,"LR",0.00585961928335792,20.0855369231877
170779,20,"LR",0.00100778542904851,0.0102640479273563
185134,20,"LR",0.00737384887366078,20.0855369231877
191345,20,"LR",0.00100778542904851,0.00100778542904851
336389,20,"LR",0.00892417619541061,20.0855369231877
352756,20,"LR",0.00100778542904851,0.00932943501086027
359810,20,"LR",0.00958864670805676,20.0855369231877
488836,20,"LR",0.00852857925528525,20.0855369231877
494890,20,"LR",0.00100778542904851,0.0237091934656562
521057,20,"LR",0.00787760129631069,20.0855369231877
637493,20,"LR",0.00528122083111888,20.0855369231877
639586,20,"LR",0.00100778542904851,0.00906685964259507
676192,20,"LR",0.00362739488968346,20.0855369231877
716511,20,"LR",0.00100778542904851,0.00130565739354735
784527,20,"LR",0.00798933133672588,20.0855369231877
792135,20,"LR",0.00100778542904851,0.0159808402949876
844320,20,"LR",0.00100778542904851,0.00828905555138263
937743,20,"LR",0.00788813611564319,20.0855369231877
975640,20,"LR",0.0373859161378093,1.06673451025238
191345,40,"LR",0.00100778542904851,0.00100778542904851
352756,40,"LR",0.00100778542904851,0.0200943256808555
403202,40,"LR",0.00410661708605354,20.0855369231877
562213,40,"LR",0.00451908008150654,20.0855369231877
640911,40,"LR",0.00575792469571058,20.0855369231877
792135,40,"LR",0.00542971850403763,20.0855369231877
