Mod,Domain,Dimen,Sample,C_Smoothness,C_Range,Neighbors,Seed_off,MSE_Laplace,MSE_VL,MSE_VL_z,MSE_LowRank,LS_Laplace,LS_VL,LS_VL_z,LS_LowRank,Time_Laplace,Time_VL,Time_VL_z,Time_LowRank,Iter_Laplace,Iter_VL,Iter_VL_z,Iter_LowRank
1,1,3,2197,1.5,0.1,1,262789,0.08494738,0.134043,0.1705357,0.1704607,-295.698,-863.6859,-1174.661,-1176.185,4.781221,0.06939173,0.1094441,0.05134344,2,2,2,2
2,1,3,2197,1.5,0.1,1,738614,0.3725334,0.7536243,1.33314,1.256947,-808.9812,-2222.162,-3598.653,-3518.242,5.620672,0.1580737,0.1536846,0.09112668,5,5,4,4
3,1,3,2197,1.5,0.1,1,121337,0.1855653,0.344719,0.4648322,0.4668717,-521.4593,-1683.802,-2215.731,-2219.474,7.672841,0.2401743,0.2911112,0.1789773,7,7,7,7
4,1,3,2197,1.5,0.1,1,423545,0.1339906,0.2577185,0.3911529,0.3868767,-405.2844,-1473.809,-2059.911,-2052.147,9.044785,0.328269,0.3380623,0.4491103,9,9,9,9
1,1,3,2197,0.5,0.1,3,527651,0.1658459,0.1622523,0.1671549,0.174471,-1454.998,-1127.747,-1145.349,-1201.108,3.995043,0.07928252,0.08344603,0.0449326,2,2,2,2
2,1,3,2197,0.5,0.1,3,476394,0.6833821,0.7872422,0.8564491,0.8858345,-2477.234,-2703.974,-2780.341,-2996.305,6.062013,0.1820071,0.1826141,0.09400773,5,5,4,4
3,1,3,2197,0.5,0.1,3,192904,0.3809059,0.4379112,0.4518364,0.491469,-1858.091,-2033.133,-2078.715,-2250.427,14.21645,0.5290334,0.8693106,0.5477865,18,19,20,20
4,1,3,2197,0.5,0.1,3,263401,0.3303398,0.3540819,0.3728565,0.4098247,-1805.113,-1917.383,-1973.694,-2119.232,7.796509,0.235296,0.3901451,0.2075202,9,9,9,9
1,1,3,2197,1.5,0.1,3,87249,0.07837377,0.1063522,0.1166534,0.1591503,-197.6668,-583.34,-674.0788,-1139.83,4.1947,0.1282179,0.149298,0.09149241,2,2,2,2
2,1,3,2197,1.5,0.1,3,736235,0.3016646,0.476834,0.6596429,0.7721511,-729.5293,-1803.61,-2067.073,-2911.399,5.892013,0.3916848,0.3626812,0.1983144,5,6,5,5
3,1,3,2197,1.5,0.1,3,701097,0.2253292,0.3136705,0.3720495,0.4500641,-721.8795,-1534.742,-1679.842,-2275.695,6.812971,0.5174599,0.5842547,0.2530508,7,8,8,6
4,1,3,2197,1.5,0.1,3,546418,0.1330126,0.2083311,0.2320911,0.3832055,-388.9134,-1194.451,-1290.26,-2036.589,7.729782,0.5826375,0.5567646,0.3141952,8,9,8,8
1,1,3,2197,0.5,0.1,5,564645,0.1577026,0.1527344,0.1519787,0.1708366,-1347.29,-1049.319,-1045.59,-1184.944,4.16562,0.06351042,0.09977126,0.05942893,2,2,2,2
2,1,3,2197,0.5,0.1,5,418227,0.6864771,0.7591762,0.7905034,0.8786355,-2484.146,-2647.394,-2655.321,-2991.194,5.11806,0.1632903,0.210278,0.09963608,5,5,5,4
3,1,3,2197,0.5,0.1,5,741468,0.3673919,0.3803317,0.3817585,0.4456992,-1848.688,-1909.135,-1901.215,-2144.465,9.164412,0.3528624,0.4646399,0.2751462,11,11,11,11
4,1,3,2197,0.5,0.1,5,193400,0.3159614,0.3419221,0.3321803,0.4024899,-1769.964,-1874.798,-1828.984,-2085.596,8.730753,0.3010421,0.4294193,0.2064703,9,9,9,8
1,1,3,2197,1.5,0.1,5,39423,0.09044761,0.1034499,0.1048542,0.1702093,-368.649,-523.0986,-476.4085,-1215.142,4.165035,0.2403817,0.2730927,0.1438713,2,2,2,2
2,1,3,2197,1.5,0.1,5,709489,0.3545349,0.4916617,0.5852806,0.8626099,-834.0217,-1678.667,-1605.855,-2952.636,6.063657,0.5973985,0.8278694,0.3574264,5,5,6,5
3,1,3,2197,1.5,0.1,5,162406,0.1560828,0.2138832,0.2236613,0.3985716,-374.3526,-1009.066,-908.9163,-2133.185,9.778311,1.313252,1.581532,0.7751269,11,11,11,11
4,1,3,2197,1.5,0.1,5,780136,0.1410327,0.1902035,0.1965808,0.441697,-400.3485,-1025.281,-968.3697,-2263.815,7.894054,1.330173,1.289547,0.6665492,9,11,10,9
1,1,3,2197,0.5,0.1,10,766383,0.1505958,0.1440321,0.1417953,0.1565573,-1249.297,-987.5142,-962.5358,-1088.167,3.788828,0.08726597,0.1232193,0.07865548,2,2,2,2
2,1,3,2197,0.5,0.1,10,604273,0.6244835,0.653308,0.6382846,0.7616781,-2434.808,-2539.18,-2456.045,-2833.656,5.896747,0.2544205,0.2668579,0.183517,5,5,5,4
3,1,3,2197,0.5,0.1,10,909297,0.3677779,0.3808812,0.3732663,0.4213196,-1866.323,-1934.978,-1887.29,-2130.785,15.56969,0.8409116,1.101662,0.9516547,21,21,21,23
4,1,3,2197,0.5,0.1,10,148813,0.3146971,0.3292677,0.3189448,0.3833373,-1766.868,-1836.36,-1780.997,-2058.675,7.727574,0.4134047,0.4351382,0.3408964,8,9,8,8
1,1,3,2197,1.5,0.1,10,233502,0.08252252,0.08830591,0.08318102,0.1568604,-291.6351,-371.0979,-176.9256,-1115.176,4.26651,0.6338358,0.7777522,0.3817012,2,2,2,2
2,1,3,2197,1.5,0.1,10,14137,0.3118789,0.3728243,0.3767232,0.6466101,-743.5149,-1401.353,-1083.535,-2655.301,5.649578,1.956408,2.331452,0.9504859,5,6,6,5
3,1,3,2197,1.5,0.1,10,997649,0.2165765,0.2463523,0.2617945,0.486126,-538.9088,-1069.646,-843.45,-2377.929,9.901927,3.62189,4.798403,2.308953,12,11,12,12
4,1,3,2197,1.5,0.1,10,826334,0.1393235,0.1729911,0.1614169,0.4098691,-414.5578,-906.3767,-673.5538,-2217.462,7.728144,3.312872,4.334591,1.73548,9,10,11,9
1,1,3,2197,0.5,0.1,20,72005,0.1521845,0.1492853,0.1457381,0.1615413,-1270.92,-1016.901,-989.8811,-1124.051,3.764368,0.1655631,0.1891024,0.1716678,2,2,2,2
2,1,3,2197,0.5,0.1,20,624237,0.6160559,0.6527048,0.6178517,0.7647849,-2422.532,-2541.199,-2430.309,-2819.113,5.764234,0.4127865,0.6459417,0.3428829,5,5,6,4
